Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
185,01-08-2020 19:00,08-01-2020 16:00,08-01-2020 17:27,Mumbai,151,Fraud,67,F,Other,Other Crime,19,Yes,03-03-2020 19:00
186,01-11-2020 15:00,08-01-2020 17:00,09-01-2020 08:32,Bangalore,287,Fraud,70,F,Other,Other Crime,8,Yes,03-12-2020 15:00
187,01-09-2020 09:00,08-01-2020 18:00,09-01-2020 10:28,Delhi,541,Vandalism,75,F,Blunt Object,Other Crime,4,Yes,13-02-2020 09:00
188,01-09-2020 18:00,08-01-2020 19:00,09-01-2020 18:53,Nagpur,236,Identity Theft,66,F,None,Violent Crime,14,Yes,15-03-2020 18:00
189,01-09-2020 04:00,08-01-2020 20:00,09-01-2020 03:24,Hyderabad,415,Extortion,24,F,Knife,Other Crime,2,Yes,23-03-2020 04:00
190,01-11-2020 05:00,08-01-2020 21:00,08-01-2020 21:24,Chennai,151,Cybercrime,44,M,Explosives,Other Crime,15,Yes,02-12-2020 05:00
191,01-09-2020 15:00,08-01-2020 22:00,09-01-2020 15:53,Chennai,268,Kidnapping,63,F,Knife,Other Crime,9,No,
192,01-09-2020 02:00,08-01-2020 23:00,09-01-2020 20:39,Delhi,381,Identity Theft,18,M,Blunt Object,Violent Crime,11,Yes,20-01-2020 02:00
193,01-10-2020 20:00,09-01-2020 00:00,09-01-2020 05:28,Ghaziabad,249,Public Intoxication,19,F,None,Other Crime,3,No,
194,01-09-2020 09:00,09-01-2020 01:00,09-01-2020 04:00,Jaipur,389,Domestic Violence,49,M,None,Violent Crime,12,Yes,03-06-2020 09:00
195,01-11-2020 16:00,09-01-2020 02:00,09-01-2020 08:16,Delhi,235,Illegal Possession,33,F,Poison,Other Crime,12,No,
196,01-10-2020 04:00,09-01-2020 03:00,10-01-2020 00:18,Lucknow,562,Domestic Violence,56,M,Other,Violent Crime,4,Yes,14-02-2020 04:00
197,01-10-2020 10:00,09-01-2020 04:00,09-01-2020 15:55,Ahmedabad,287,Public Intoxication,32,M,Explosives,Other Crime,1,Yes,24-01-2020 10:00
198,01-11-2020 17:00,09-01-2020 05:00,09-01-2020 10:20,Hyderabad,316,Extortion,25,F,Explosives,Other Crime,10,Yes,22-01-2020 17:00
199,01-10-2020 09:00,09-01-2020 06:00,09-01-2020 21:01,Delhi,367,Arson,62,F,Firearm,Fire Accident,3,No,
200,01-11-2020 13:00,09-01-2020 07:00,10-01-2020 02:06,Nashik,471,Homicide,56,F,Blunt Object,Other Crime,4,No,
201,01-11-2020 23:00,09-01-2020 08:00,10-01-2020 04:27,Srinagar,365,Counterfeiting,27,F,Blunt Object,Other Crime,8,Yes,02-05-2020 23:00
202,01-12-2020 08:00,09-01-2020 09:00,09-01-2020 18:52,Nagpur,484,Fraud,63,M,Explosives,Other Crime,13,No,
203,01-10-2020 04:00,09-01-2020 10:00,09-01-2020 12:58,Mumbai,257,Drug Offense,34,F,Blunt Object,Other Crime,2,Yes,15-03-2020 04:00
204,01-11-2020 16:00,09-01-2020 11:00,09-01-2020 13:00,Lucknow,427,Kidnapping,16,F,Firearm,Other Crime,5,Yes,14-03-2020 16:00
205,01-11-2020 04:00,09-01-2020 12:00,10-01-2020 02:34,Hyderabad,340,Shoplifting,59,F,Other,Other Crime,13,Yes,03-03-2020 04:00
206,01-09-2020 22:00,09-01-2020 13:00,09-01-2020 23:51,Thane,246,Vehicle - Stolen,44,F,None,Violent Crime,7,Yes,29-02-2020 22:00
207,01-11-2020 08:00,09-01-2020 14:00,10-01-2020 12:37,Bangalore,376,Counterfeiting,21,F,Blunt Object,Other Crime,3,Yes,02-10-2020 08:00
208,01-09-2020 19:00,09-01-2020 15:00,09-01-2020 20:15,Patna,542,Assault,59,M,None,Violent Crime,2,No,
209,01-10-2020 11:00,09-01-2020 16:00,09-01-2020 17:29,Hyderabad,257,Extortion,41,F,Explosives,Other Crime,17,No,
210,01-12-2020 03:00,09-01-2020 17:00,10-01-2020 06:07,Kolkata,573,Public Intoxication,43,F,Knife,Other Crime,18,Yes,14-01-2020 03:00
211,01-11-2020 10:00,09-01-2020 18:00,09-01-2020 20:05,Bhopal,148,Counterfeiting,15,M,Explosives,Other Crime,6,No,
212,01-10-2020 00:00,09-01-2020 19:00,10-01-2020 14:15,Delhi,439,Firearm Offense,34,M,Blunt Object,Fire Accident,17,No,
213,01-11-2020 23:00,09-01-2020 20:00,10-01-2020 07:00,Kolkata,598,Identity Theft,19,F,Firearm,Violent Crime,6,Yes,21-01-2020 23:00
214,01-11-2020 05:00,09-01-2020 21:00,10-01-2020 02:45,Bangalore,239,Vehicle - Stolen,73,M,Explosives,Violent Crime,13,Yes,13-03-2020 05:00
215,01-11-2020 16:00,09-01-2020 22:00,10-01-2020 00:56,Delhi,267,Sexual Assault,44,M,Explosives,Violent Crime,1,Yes,09-01-2021 16:00
216,01-10-2020 16:00,09-01-2020 23:00,10-01-2020 09:23,Ahmedabad,163,Shoplifting,14,F,Knife,Other Crime,18,No,
217,01-12-2020 18:00,10-01-2020 00:00,10-01-2020 05:32,Kolkata,572,Counterfeiting,73,M,None,Other Crime,2,Yes,23-02-2020 18:00
218,01-11-2020 15:00,10-01-2020 01:00,10-01-2020 23:36,Surat,561,Fraud,49,F,Other,Other Crime,18,No,
219,01-12-2020 20:00,10-01-2020 02:00,10-01-2020 08:44,Pune,336,Traffic Violation,61,M,Other,Traffic Fatality,10,No,
220,01-12-2020 11:00,10-01-2020 03:00,10-01-2020 17:27,Nagpur,563,Burglary,68,F,Knife,Other Crime,18,No,
221,01-10-2020 23:00,10-01-2020 04:00,11-01-2020 03:16,Kolkata,218,Vehicle - Stolen,24,F,None,Violent Crime,1,Yes,15-02-2020 23:00
222,01-11-2020 08:00,10-01-2020 05:00,10-01-2020 05:29,Ludhiana,276,Kidnapping,69,F,Poison,Other Crime,7,Yes,22-01-2020 08:00
223,01-11-2020 21:00,10-01-2020 06:00,10-01-2020 19:37,Bangalore,570,Fraud,55,F,Poison,Other Crime,11,No,
224,01-12-2020 21:00,10-01-2020 07:00,10-01-2020 23:31,Chennai,307,Robbery,49,F,Knife,Violent Crime,19,Yes,05-01-2020 21:00
225,01-10-2020 19:00,10-01-2020 08:00,11-01-2020 00:10,Bangalore,153,Cybercrime,40,F,Firearm,Other Crime,5,Yes,04-01-2020 19:00
226,01-10-2020 15:00,10-01-2020 09:00,10-01-2020 15:46,Surat,340,Homicide,51,F,Explosives,Other Crime,8,No,
227,01-12-2020 16:00,10-01-2020 10:00,10-01-2020 23:35,Mumbai,365,Vandalism,35,F,Poison,Other Crime,15,Yes,16-03-2020 16:00
228,01-10-2020 16:00,10-01-2020 11:00,11-01-2020 01:56,Pune,269,Counterfeiting,65,F,Blunt Object,Other Crime,6,No,
229,13-01-2020 05:00,10-01-2020 12:00,11-01-2020 04:03,Jaipur,247,Vehicle - Stolen,61,F,Other,Violent Crime,18,Yes,25-02-2020 05:00
230,01-11-2020 00:00,10-01-2020 13:00,11-01-2020 08:27,Ahmedabad,190,Vandalism,35,M,Poison,Other Crime,8,No,
231,01-12-2020 23:00,10-01-2020 14:00,10-01-2020 22:47,Pune,429,Identity Theft,45,M,Blunt Object,Violent Crime,1,No,
232,01-12-2020 15:00,10-01-2020 15:00,11-01-2020 04:38,Patna,547,Arson,32,F,None,Fire Accident,12,Yes,15-02-2020 15:00
233,01-12-2020 17:00,10-01-2020 16:00,10-01-2020 19:09,Mumbai,136,Homicide,11,F,Other,Other Crime,9,No,
234,01-11-2020 17:00,10-01-2020 17:00,11-01-2020 03:46,Kolkata,254,Assault,40,M,Poison,Violent Crime,14,No,
235,01-12-2020 21:00,10-01-2020 18:00,10-01-2020 20:30,Mumbai,514,Traffic Violation,23,F,Firearm,Traffic Fatality,19,Yes,14-01-2020 21:00
236,13-01-2020 02:00,10-01-2020 19:00,10-01-2020 22:34,Ludhiana,105,Arson,14,M,Poison,Fire Accident,12,Yes,04-07-2020 02:00
237,01-12-2020 13:00,10-01-2020 20:00,11-01-2020 06:53,Visakhapatnam,561,Cybercrime,23,M,Other,Other Crime,7,No,
238,01-12-2020 02:00,10-01-2020 21:00,11-01-2020 04:23,Chennai,583,Cybercrime,35,M,Knife,Other Crime,4,No,
239,01-12-2020 17:00,10-01-2020 22:00,11-01-2020 10:13,Delhi,418,Firearm Offense,65,M,Knife,Fire Accident,15,No,
240,01-11-2020 11:00,10-01-2020 23:00,11-01-2020 11:41,Hyderabad,466,Firearm Offense,51,F,Knife,Fire Accident,13,No,
241,01-12-2020 14:00,11-01-2020 00:00,11-01-2020 00:34,Mumbai,402,Counterfeiting,35,F,Other,Other Crime,17,No,
242,01-11-2020 08:00,11-01-2020 01:00,11-01-2020 03:03,Bangalore,188,Vandalism,59,F,Blunt Object,Other Crime,1,Yes,02-12-2020 08:00
243,01-12-2020 01:00,11-01-2020 02:00,11-01-2020 11:51,Pune,512,Fraud,48,F,Knife,Other Crime,4,Yes,04-06-2020 01:00
244,13-01-2020 22:00,11-01-2020 03:00,11-01-2020 10:11,Kalyan,388,Sexual Assault,18,F,Poison,Violent Crime,19,Yes,21-08-2020 22:00
245,13-01-2020 00:00,11-01-2020 04:00,11-01-2020 14:49,Nagpur,423,Robbery,58,F,Firearm,Violent Crime,17,Yes,27-06-2020 00:00
246,01-11-2020 21:00,11-01-2020 05:00,11-01-2020 17:14,Kolkata,399,Illegal Possession,65,F,Knife,Other Crime,7,No,
247,13-01-2020 11:00,11-01-2020 06:00,11-01-2020 08:58,Nagpur,432,Extortion,38,F,Blunt Object,Other Crime,6,Yes,24-03-2020 11:00
248,14-01-2020 03:00,11-01-2020 07:00,11-01-2020 20:32,Ahmedabad,262,Identity Theft,77,F,Explosives,Violent Crime,13,Yes,28-02-2020 03:00
249,13-01-2020 23:00,11-01-2020 08:00,12-01-2020 07:14,Thane,293,Domestic Violence,70,F,Explosives,Violent Crime,8,Yes,26-03-2020 23:00
250,13-01-2020 22:00,11-01-2020 09:00,11-01-2020 21:57,Nagpur,164,Extortion,11,F,Other,Other Crime,17,Yes,23-01-2020 22:00
251,14-01-2020 07:00,11-01-2020 10:00,12-01-2020 02:39,Delhi,342,Firearm Offense,45,F,Other,Fire Accident,13,No,
252,13-01-2020 05:00,11-01-2020 11:00,11-01-2020 15:11,Thane,182,Shoplifting,71,F,Firearm,Other Crime,3,Yes,31-03-2020 05:00
253,01-12-2020 03:00,11-01-2020 12:00,12-01-2020 01:17,Hyderabad,362,Traffic Violation,11,M,Other,Traffic Fatality,10,Yes,02-06-2020 03:00
254,01-12-2020 18:00,11-01-2020 13:00,11-01-2020 15:04,Nashik,123,Illegal Possession,39,M,None,Other Crime,3,Yes,20-01-2020 18:00
255,14-01-2020 10:00,11-01-2020 14:00,11-01-2020 21:38,Meerut,233,Firearm Offense,68,M,Explosives,Fire Accident,18,No,
256,13-01-2020 17:00,11-01-2020 15:00,12-01-2020 06:45,Kolkata,581,Public Intoxication,76,M,Explosives,Other Crime,9,Yes,20-01-2020 17:00
257,01-12-2020 13:00,11-01-2020 16:00,12-01-2020 00:13,Hyderabad,230,Extortion,47,M,Blunt Object,Other Crime,4,Yes,02-10-2020 13:00
258,01-11-2020 19:00,11-01-2020 17:00,11-01-2020 17:21,Ahmedabad,402,Identity Theft,22,F,Other,Violent Crime,18,No,
259,01-12-2020 22:00,11-01-2020 18:00,11-01-2020 22:11,Mumbai,151,Extortion,33,M,Poison,Other Crime,8,Yes,04-02-2020 22:00
260,13-01-2020 07:00,11-01-2020 19:00,12-01-2020 08:18,Indore,366,Kidnapping,55,F,Firearm,Other Crime,11,No,
261,01-12-2020 20:00,11-01-2020 20:00,12-01-2020 01:13,Chennai,542,Burglary,11,F,None,Other Crime,7,Yes,28-05-2020 20:00
262,01-12-2020 22:00,11-01-2020 21:00,12-01-2020 07:49,Ghaziabad,145,Counterfeiting,49,M,Blunt Object,Other Crime,13,Yes,02-06-2020 22:00
263,01-12-2020 20:00,11-01-2020 22:00,12-01-2020 08:50,Kolkata,142,Identity Theft,56,F,Poison,Violent Crime,12,No,
264,13-01-2020 22:00,11-01-2020 23:00,12-01-2020 22:04,Kanpur,261,Sexual Assault,69,F,Knife,Violent Crime,11,Yes,18-12-2020 22:00
265,01-12-2020 17:00,12-01-2020 00:00,12-01-2020 19:08,Visakhapatnam,152,Counterfeiting,79,F,Blunt Object,Other Crime,14,Yes,21-02-2020 17:00
266,01-12-2020 12:00,12-01-2020 01:00,12-01-2020 03:39,Chennai,430,Identity Theft,17,F,Explosives,Violent Crime,19,No,
267,13-01-2020 16:00,12-01-2020 02:00,12-01-2020 08:13,Nagpur,203,Illegal Possession,71,F,Explosives,Other Crime,6,No,
268,14-01-2020 10:00,12-01-2020 03:00,12-01-2020 23:31,Kanpur,508,Kidnapping,16,F,Knife,Other Crime,8,Yes,24-01-2020 10:00
269,01-12-2020 14:00,12-01-2020 04:00,12-01-2020 08:35,Surat,590,Robbery,71,M,Other,Violent Crime,10,No,
270,15-01-2020 00:00,12-01-2020 05:00,12-01-2020 07:42,Srinagar,491,Shoplifting,50,M,Explosives,Other Crime,11,Yes,28-02-2020 00:00
271,13-01-2020 08:00,12-01-2020 06:00,12-01-2020 08:31,Indore,586,Drug Offense,38,M,Blunt Object,Other Crime,8,No,
272,14-01-2020 20:00,12-01-2020 07:00,12-01-2020 23:49,Hyderabad,292,Public Intoxication,39,F,Knife,Other Crime,3,Yes,02-06-2020 20:00
273,13-01-2020 00:00,12-01-2020 08:00,12-01-2020 11:51,Delhi,584,Identity Theft,36,M,Other,Violent Crime,3,No,
274,14-01-2020 04:00,12-01-2020 09:00,12-01-2020 14:37,Bangalore,515,Vehicle - Stolen,56,F,None,Violent Crime,6,No,
275,14-01-2020 05:00,12-01-2020 10:00,13-01-2020 04:01,Bhopal,350,Traffic Violation,78,M,Blunt Object,Traffic Fatality,16,No,
276,14-01-2020 16:00,12-01-2020 11:00,13-01-2020 06:07,Ahmedabad,546,Assault,21,M,Other,Violent Crime,1,No,
277,01-12-2020 23:00,12-01-2020 12:00,13-01-2020 10:15,Indore,115,Assault,10,F,Poison,Violent Crime,14,No,
278,15-01-2020 05:00,12-01-2020 13:00,12-01-2020 13:29,Bhopal,254,Traffic Violation,44,F,Knife,Traffic Fatality,7,No,
279,14-01-2020 09:00,12-01-2020 14:00,13-01-2020 04:56,Chennai,410,Traffic Violation,58,M,Knife,Traffic Fatality,8,Yes,30-01-2020 09:00
280,13-01-2020 05:00,12-01-2020 15:00,13-01-2020 04:19,Ludhiana,217,Kidnapping,45,F,Blunt Object,Other Crime,18,Yes,04-07-2020 05:00
281,15-01-2020 11:00,12-01-2020 16:00,13-01-2020 10:14,Srinagar,189,Firearm Offense,12,F,Poison,Fire Accident,3,No,
282,13-01-2020 12:00,12-01-2020 17:00,13-01-2020 00:49,Ludhiana,180,Fraud,62,F,Other,Other Crime,2,Yes,14-03-2020 12:00
283,13-01-2020 03:00,12-01-2020 18:00,13-01-2020 01:20,Ludhiana,215,Burglary,48,F,Blunt Object,Other Crime,7,No,
284,14-01-2020 19:00,12-01-2020 19:00,13-01-2020 03:34,Mumbai,481,Arson,55,F,None,Fire Accident,5,Yes,28-03-2020 19:00
285,14-01-2020 12:00,12-01-2020 20:00,13-01-2020 15:38,Indore,577,Assault,70,F,Blunt Object,Violent Crime,6,No,
286,15-01-2020 04:00,12-01-2020 21:00,13-01-2020 05:53,Mumbai,212,Shoplifting,38,M,Other,Other Crime,11,Yes,25-03-2020 04:00
287,13-01-2020 00:00,12-01-2020 22:00,13-01-2020 16:05,Pune,244,Vehicle - Stolen,12,F,Explosives,Violent Crime,3,Yes,02-01-2020 00:00
288,14-01-2020 15:00,12-01-2020 23:00,13-01-2020 01:39,Bangalore,363,Identity Theft,30,F,Firearm,Violent Crime,9,Yes,29-03-2020 15:00
289,14-01-2020 08:00,13-01-2020 00:00,13-01-2020 15:29,Chennai,550,Illegal Possession,25,F,Blunt Object,Other Crime,3,Yes,25-01-2020 08:00
290,15-01-2020 11:00,13-01-2020 01:00,13-01-2020 10:14,Ahmedabad,484,Extortion,22,F,Other,Other Crime,9,No,
291,13-01-2020 23:00,13-01-2020 02:00,13-01-2020 08:25,Chennai,515,Shoplifting,69,F,Explosives,Other Crime,15,No,
292,15-01-2020 23:00,13-01-2020 03:00,13-01-2020 20:23,Chennai,307,Burglary,31,F,Poison,Other Crime,16,No,
293,14-01-2020 22:00,13-01-2020 04:00,13-01-2020 11:50,Thane,289,Burglary,59,M,Poison,Other Crime,9,No,
294,14-01-2020 17:00,13-01-2020 05:00,13-01-2020 10:55,Chennai,562,Assault,51,F,Blunt Object,Violent Crime,4,Yes,02-07-2020 17:00
295,15-01-2020 15:00,13-01-2020 06:00,13-01-2020 11:43,Bangalore,568,Domestic Violence,48,M,Poison,Violent Crime,6,Yes,03-07-2020 15:00
296,13-01-2020 17:00,13-01-2020 07:00,13-01-2020 13:14,Kolkata,262,Vandalism,62,M,Other,Other Crime,4,Yes,25-01-2020 17:00
297,13-01-2020 20:00,13-01-2020 08:00,13-01-2020 16:27,Delhi,546,Traffic Violation,50,M,Explosives,Traffic Fatality,5,No,
298,15-01-2020 06:00,13-01-2020 09:00,14-01-2020 04:47,Kolkata,199,Identity Theft,32,M,Explosives,Violent Crime,19,Yes,26-01-2020 06:00
299,15-01-2020 07:00,13-01-2020 10:00,14-01-2020 04:55,Srinagar,513,Sexual Assault,40,F,Other,Violent Crime,1,No,
300,15-01-2020 07:00,13-01-2020 11:00,14-01-2020 04:57,Nagpur,256,Robbery,55,F,Blunt Object,Violent Crime,7,Yes,04-05-2020 07:00
301,16-01-2020 08:00,13-01-2020 12:00,14-01-2020 08:43,Jaipur,390,Identity Theft,64,M,None,Violent Crime,6,No,
302,16-01-2020 01:00,13-01-2020 13:00,14-01-2020 00:49,Chennai,206,Arson,59,F,None,Fire Accident,12,Yes,04-09-2020 01:00
303,13-01-2020 16:00,13-01-2020 14:00,13-01-2020 21:22,Kanpur,491,Domestic Violence,12,F,Blunt Object,Violent Crime,4,No,
304,15-01-2020 00:00,13-01-2020 15:00,13-01-2020 20:23,Kalyan,139,Public Intoxication,30,F,None,Other Crime,11,Yes,17-01-2020 00:00
305,13-01-2020 22:00,13-01-2020 16:00,13-01-2020 16:47,Pune,126,Traffic Violation,13,F,Knife,Traffic Fatality,13,Yes,21-01-2020 22:00
306,14-01-2020 05:00,13-01-2020 17:00,14-01-2020 07:31,Faridabad,431,Firearm Offense,27,M,Poison,Fire Accident,19,No,
307,14-01-2020 01:00,13-01-2020 18:00,13-01-2020 22:40,Kanpur,528,Traffic Violation,50,F,Firearm,Traffic Fatality,3,Yes,15-01-2020 01:00
308,15-01-2020 03:00,13-01-2020 19:00,14-01-2020 07:24,Indore,282,Counterfeiting,66,F,Other,Other Crime,5,No,
309,14-01-2020 12:00,13-01-2020 20:00,14-01-2020 17:26,Bangalore,577,Sexual Assault,26,M,Firearm,Violent Crime,12,Yes,07-10-2021 12:00
310,15-01-2020 17:00,13-01-2020 21:00,14-01-2020 16:26,Ahmedabad,494,Domestic Violence,35,F,Poison,Violent Crime,9,Yes,30-01-2020 17:00
311,16-01-2020 17:00,13-01-2020 22:00,14-01-2020 16:21,Delhi,395,Drug Offense,29,F,None,Other Crime,6,Yes,04-04-2020 17:00
312,15-01-2020 22:00,13-01-2020 23:00,14-01-2020 12:22,Kolkata,276,Arson,32,F,Firearm,Fire Accident,11,No,
313,15-01-2020 00:00,14-01-2020 00:00,14-01-2020 16:05,Bangalore,560,Drug Offense,37,F,Firearm,Other Crime,13,No,
314,15-01-2020 01:00,14-01-2020 01:00,14-01-2020 04:12,Bangalore,217,Assault,18,F,Firearm,Violent Crime,6,No,
315,16-01-2020 04:00,14-01-2020 02:00,14-01-2020 17:13,Kanpur,389,Burglary,60,M,Poison,Other Crime,1,Yes,24-04-2020 04:00
316,14-01-2020 20:00,14-01-2020 03:00,14-01-2020 19:05,Delhi,361,Burglary,42,M,Other,Other Crime,11,Yes,07-01-2020 20:00
317,14-01-2020 13:00,14-01-2020 04:00,14-01-2020 12:47,Mumbai,269,Domestic Violence,42,F,Knife,Violent Crime,1,Yes,23-01-2020 13:00
318,15-01-2020 07:00,14-01-2020 05:00,14-01-2020 19:04,Nashik,106,Counterfeiting,67,M,None,Other Crime,5,No,
319,15-01-2020 10:00,14-01-2020 06:00,14-01-2020 13:56,Lucknow,330,Vandalism,79,F,Other,Other Crime,13,No,
320,16-01-2020 01:00,14-01-2020 07:00,15-01-2020 02:59,Bangalore,190,Arson,41,M,Knife,Fire Accident,2,No,
321,16-01-2020 07:00,14-01-2020 08:00,14-01-2020 17:56,Pune,446,Fraud,45,M,Poison,Other Crime,7,No,
322,15-01-2020 16:00,14-01-2020 09:00,14-01-2020 15:37,Kolkata,503,Traffic Violation,62,M,None,Traffic Fatality,18,Yes,28-01-2020 16:00
323,15-01-2020 14:00,14-01-2020 10:00,14-01-2020 21:12,Bangalore,471,Arson,64,F,Explosives,Fire Accident,18,No,
324,15-01-2020 23:00,14-01-2020 11:00,14-01-2020 18:59,Mumbai,526,Fraud,67,M,Knife,Other Crime,6,No,
325,17-01-2020 07:00,14-01-2020 12:00,14-01-2020 20:43,Bangalore,589,Shoplifting,67,F,Explosives,Other Crime,6,Yes,31-01-2020 07:00
326,17-01-2020 07:00,14-01-2020 13:00,15-01-2020 05:46,Visakhapatnam,344,Vandalism,45,F,Explosives,Other Crime,9,No,
327,16-01-2020 01:00,14-01-2020 14:00,15-01-2020 12:44,Patna,470,Robbery,53,F,Poison,Violent Crime,15,No,
328,14-01-2020 17:00,14-01-2020 15:00,15-01-2020 13:02,Bangalore,506,Burglary,68,M,Firearm,Other Crime,6,No,
329,15-01-2020 07:00,14-01-2020 16:00,15-01-2020 02:16,Mumbai,187,Arson,70,M,Knife,Fire Accident,7,No,
330,17-01-2020 16:00,14-01-2020 17:00,15-01-2020 16:31,Surat,570,Drug Offense,42,F,Other,Other Crime,5,Yes,23-02-2020 16:00
331,16-01-2020 00:00,14-01-2020 18:00,15-01-2020 13:53,Delhi,358,Arson,15,F,Poison,Fire Accident,18,Yes,25-03-2020 00:00
332,15-01-2020 16:00,14-01-2020 19:00,14-01-2020 21:22,Delhi,586,Illegal Possession,57,M,Knife,Other Crime,17,Yes,02-10-2020 16:00
333,15-01-2020 07:00,14-01-2020 20:00,15-01-2020 07:04,Mumbai,534,Counterfeiting,70,M,Explosives,Other Crime,14,Yes,03-12-2020 07:00
334,16-01-2020 20:00,14-01-2020 21:00,15-01-2020 13:22,Hyderabad,225,Vandalism,42,M,None,Other Crime,8,No,
335,16-01-2020 01:00,14-01-2020 22:00,15-01-2020 21:18,Bangalore,331,Shoplifting,77,F,Poison,Other Crime,1,No,
336,15-01-2020 02:00,14-01-2020 23:00,15-01-2020 20:02,Ahmedabad,359,Shoplifting,40,F,None,Other Crime,5,Yes,02-12-2020 02:00
337,15-01-2020 19:00,15-01-2020 00:00,15-01-2020 15:06,Delhi,574,Counterfeiting,53,F,Other,Other Crime,7,No,
338,17-01-2020 22:00,15-01-2020 01:00,15-01-2020 06:07,Faridabad,477,Sexual Assault,21,M,Other,Violent Crime,12,Yes,31-08-2020 22:00
339,16-01-2020 06:00,15-01-2020 02:00,15-01-2020 10:01,Kanpur,419,Domestic Violence,64,F,None,Violent Crime,6,Yes,16-03-2020 06:00
340,15-01-2020 20:00,15-01-2020 03:00,15-01-2020 17:40,Ahmedabad,167,Public Intoxication,36,F,Knife,Other Crime,13,Yes,02-07-2020 20:00
341,17-01-2020 08:00,15-01-2020 04:00,15-01-2020 16:24,Pune,101,Robbery,14,F,Knife,Violent Crime,12,Yes,13-07-2020 08:00
342,15-01-2020 07:00,15-01-2020 05:00,16-01-2020 04:41,Delhi,356,Kidnapping,30,F,Blunt Object,Other Crime,10,No,
343,16-01-2020 23:00,15-01-2020 06:00,15-01-2020 21:41,Pune,390,Cybercrime,46,M,Firearm,Other Crime,16,Yes,30-03-2020 23:00
344,16-01-2020 06:00,15-01-2020 07:00,15-01-2020 07:58,Ghaziabad,559,Assault,48,F,None,Violent Crime,3,Yes,04-12-2020 06:00
345,15-01-2020 14:00,15-01-2020 08:00,15-01-2020 10:55,Meerut,344,Sexual Assault,60,F,Firearm,Violent Crime,19,No,
346,17-01-2020 18:00,15-01-2020 09:00,16-01-2020 04:37,Delhi,385,Burglary,11,M,Firearm,Other Crime,13,No,
347,17-01-2020 10:00,15-01-2020 10:00,16-01-2020 09:08,Mumbai,236,Domestic Violence,76,F,Other,Violent Crime,14,No,
348,17-01-2020 06:00,15-01-2020 11:00,16-01-2020 05:33,Delhi,277,Illegal Possession,55,M,Knife,Other Crime,13,Yes,13-02-2020 06:00
349,17-01-2020 15:00,15-01-2020 12:00,16-01-2020 09:42,Lucknow,343,Traffic Violation,17,F,None,Traffic Fatality,19,No,
350,16-01-2020 10:00,15-01-2020 13:00,15-01-2020 18:19,Bangalore,387,Public Intoxication,50,F,Poison,Other Crime,7,Yes,02-09-2020 10:00
351,18-01-2020 01:00,15-01-2020 14:00,16-01-2020 05:48,Pune,168,Vehicle - Stolen,73,F,Firearm,Violent Crime,2,No,
352,15-01-2020 19:00,15-01-2020 15:00,16-01-2020 01:58,Mumbai,270,Cybercrime,44,F,Blunt Object,Other Crime,11,Yes,25-02-2020 19:00
353,16-01-2020 09:00,15-01-2020 16:00,16-01-2020 09:30,Delhi,205,Illegal Possession,64,F,Explosives,Other Crime,12,Yes,03-07-2020 09:00
354,16-01-2020 12:00,15-01-2020 17:00,16-01-2020 05:24,Vasai,272,Extortion,78,F,Explosives,Other Crime,12,Yes,20-03-2020 12:00
355,16-01-2020 19:00,15-01-2020 18:00,16-01-2020 00:09,Nashik,226,Homicide,54,F,Other,Other Crime,8,No,
356,18-01-2020 02:00,15-01-2020 19:00,15-01-2020 21:21,Pune,562,Burglary,25,F,Poison,Other Crime,19,No,
357,18-01-2020 06:00,15-01-2020 20:00,16-01-2020 16:30,Delhi,328,Cybercrime,44,M,Knife,Other Crime,11,No,
358,17-01-2020 22:00,15-01-2020 21:00,16-01-2020 09:44,Lucknow,224,Drug Offense,12,F,Firearm,Other Crime,2,No,
359,16-01-2020 20:00,15-01-2020 22:00,16-01-2020 18:11,Lucknow,503,Assault,31,F,Other,Violent Crime,3,Yes,03-04-2020 20:00
360,17-01-2020 03:00,15-01-2020 23:00,16-01-2020 04:29,Kolkata,418,Burglary,14,F,Explosives,Other Crime,2,Yes,04-12-2020 03:00
361,17-01-2020 17:00,16-01-2020 00:00,16-01-2020 01:07,Meerut,568,Illegal Possession,14,M,Knife,Other Crime,9,No,
362,17-01-2020 17:00,16-01-2020 01:00,16-01-2020 16:35,Ludhiana,502,Cybercrime,26,F,Poison,Other Crime,17,Yes,02-04-2020 17:00
363,17-01-2020 18:00,16-01-2020 02:00,16-01-2020 13:30,Jaipur,227,Illegal Possession,51,F,Firearm,Other Crime,6,No,
364,17-01-2020 04:00,16-01-2020 03:00,16-01-2020 12:08,Nagpur,583,Kidnapping,11,F,None,Other Crime,16,No,
365,19-01-2020 02:00,16-01-2020 04:00,16-01-2020 06:19,Jaipur,417,Identity Theft,43,F,None,Violent Crime,15,No,
366,16-01-2020 21:00,16-01-2020 05:00,16-01-2020 09:39,Nagpur,512,Fraud,69,M,None,Other Crime,14,No,
367,16-01-2020 19:00,16-01-2020 06:00,16-01-2020 08:38,Nashik,511,Illegal Possession,59,M,Knife,Other Crime,13,No,
368,16-01-2020 08:00,16-01-2020 07:00,16-01-2020 21:25,Chennai,392,Kidnapping,31,M,None,Other Crime,15,No,
